,Tweet id,Tweet permalink,Tweet text,time,impressions,engagements,engagement rate,retweets,replies,likes,user profile clicks,url clicks,hashtag clicks,detail expands,permalink clicks,app opens,app installs,follows,email tweet,dial phone,media views,media engagements,promoted impressions,promoted engagements,promoted engagement rate,promoted retweets,promoted replies,promoted likes,promoted user profile clicks,promoted url clicks,promoted hashtag clicks,promoted detail expands,promoted permalink clicks,promoted app opens,promoted app installs,promoted follows,promoted email tweet,promoted dial phone,promoted media views,promoted media engagements,Month
0,1.12325047215915e+18,https://twitter.com/ISED_CA/status/1123250472159150081,Letâ€™s talk about #selfdrivingcars / #autonomousvehicles. What are your thoughts on vehicles being #handsfree like #IronManâ€™s suit? Voice your opinion! #Avengers @Avengers https://t.co/r6tm4BC7Co,2019-04-30 15:39 +0000,2665,26,0.00975609756097561,1,0,5,2,3,3,5,1,0,0,0,0,0,6,6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Apr
1,1.12188180394868e+18,https://twitter.com/ISED_CA/status/1121881803948687360,#GoC invests $3.5 million in #tech for digital #agriculture in #Manitoba https://t.co/IWbIzssKXL #InvestInCanada https://t.co/f3tKYnnXBl,2019-04-26 21:00 +0000,2615,15,0.00573613766730401,1,0,0,1,11,0,1,0,0,0,0,0,0,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Apr
2,1.12186907199634e+18,https://twitter.com/ISED_CA/status/1121869071996342274,The #GoC has already acted on the majority of the #EconStrategy recommendations since their September release. #YourBudget2019 also announced a 7th #EconStrategy table for the #tourism industry! @cdntourism https://t.co/ymzgMjtRTn,2019-04-26 20:10 +0000,2769,24,0.00866738894907909,1,0,2,1,2,1,16,0,0,0,0,0,0,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Apr
3,1.12186411888409e+18,https://twitter.com/ISED_CA/status/1121864118884098048,LIVE: Minister Bains talks digital agriculture in #Manitoba| EN DIRECT: Min. Bains parle lâ€™agriculture numÃ©rique du #Manitoba https://t.co/AuVg1VrmmY,2019-04-26 19:50 +0000,4659,37,0.00794161837304142,3,0,8,0,23,0,3,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Apr
4,1.12185405436215e+18,https://twitter.com/ISED_CA/status/1121854054362157056,"On behalf of the #GoC, Minister Navdeep Bains, and Kirsty Duncan, Minister of @CDNScience and Sport, wishes all innovators and entrepreneurs a happy #WorldIPDay. https://t.co/AHX6Lg5Wey",2019-04-26 19:10 +0000,5310,45,0.00847457627118644,4,0,17,4,0,2,4,0,0,0,0,0,0,433,14,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Apr
5,1.12182021439452e+18,https://twitter.com/ISED_CA/status/1121820214394523650,Support through the #StrategicInnovationFund will help   Canada Kuwait Petrochemical Corporation create todayâ€™s innovations and tomorrowâ€™s jobs in the growing recyclable #petrochemicals market. https://t.co/QhylzYitQF,2019-04-26 16:55 +0000,76442,20,0.000261636273252923,3,0,1,2,5,1,1,0,0,0,0,0,0,7,7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Apr
6,1.12176125902683e+18,https://twitter.com/ISED_CA/status/1121761259026833408,Looking for tips on choosing a #fuelefficient vehicle? The GoC can help with that ðŸš—! https://t.co/WHS91nTRlB,2019-04-26 13:01 +0000,2545,8,0.00314341846758349,0,1,1,0,6,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Apr
7,1.12151579368502e+18,https://twitter.com/ISED_CA/status/1121515793685020683,ðŸ‡¨ðŸ‡¦â€™s support for Rotoliptic Technologies Inc. will help the #oilandgas industry reduce costs and energy consumption and will also result in job creation. #InvestInCanada https://t.co/fiuxCjxzQL https://t.co/vlw9PUWI38,2019-04-25 20:46 +0000,2631,9,0.00342075256556442,2,0,0,1,4,0,1,0,0,0,0,0,0,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Apr
8,1.12151549144357e+18,https://twitter.com/ISED_CA/status/1121515491443576832,"Min. Murray was at @sfusurrey to celebrate the completion of a major #infrastructure project, the #SustainableEnergy and Environmental Engineering Building (SE3P) https://t.co/V6QfFOyHhQ #CdnInnovation #CdnPSE https://t.co/E3rgR3d4hH",2019-04-25 20:45 +0000,2382,4,0.00167926112510495,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Apr
9,1.12150630884963e+18,https://twitter.com/ISED_CA/status/1121506308849635328,Tune in tomorrow at 2:45pm (EDT) to hear Minister Bains announce a new funding that will support digital #agriculture in #Manitoba. @WD_Canada,2019-04-25 20:08 +0000,2940,12,0.00408163265306122,1,0,2,3,0,0,6,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Apr
